"","F1","F5","F2","F1.1","F2.1","F6","F4","F3","F5.1","F1.2","F2.2","F6.1","F2.3","F4.1","F2.4","F5.2","F2.5","F6.2","F1.3","F2.6","F5.3","F4.2","F2.7","F3.1","F2.8","F5.4","F3.2","F1.4","F3.3","F1.5","F5.5","F6.3","F1.6","F5.6","F2.9","F3.4","F4.3","F2.10","F1.7","F6.4","F4.4","F5.7","F3.5","F2.11"
"169","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree"
"170","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree"
"171","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree"
"172","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree"
"173","Neither Agree nor Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree"
"174","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree"
"175","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree"
"176","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree"
"177","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"178","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree"
"179","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree"
"180","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree"
"181","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree"
"182","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree"
"183","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree"
"184","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Agree"
"185","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree"
"186","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree"
"187","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree"
"188","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree"
"189","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree"
"190","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree"
